,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA21_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,Relative Strength Value,SMA50_greater_SMA150_rule (1st),SMA50_greater_SMA150_rule_score,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule (1st),SMA150_greater_SMA200_rule_score,SMA150_greater_SMA200_rule_nvalue,week52_span_rule (1st),week52_span_rule_score,week52_span_rule_nvalue,rs_value_rule (1st),rs_value_rule_score,rs_value_rule_nvalue,overextended_sma21_rule (1st),overextended_sma21_rule_percentage,overextended_sma21_rule_score,overextended_sma21_rule_nvalue,liquidity_rule (1st),liquidity_rule_score,liquidity_rule_nvalue,close_above_52weekhigh_rule (1st),close_above_52weekhigh_rule_score,close_above_52weekhigh_rule_nvalue,prev_close_rule (1st),prev_close_rule_score,prev_close_rule_nvalue,SMA200_slope_rule (1st),SMA200_slope_rul_score,SMA200_slope_rul_nvalue,inst_ownership_rule (1st),inst_ownership_rule_score,inst_ownership_rule_nvalue,close_greater_SMA50_rule (1st),close_greater_SMA50_rule_score,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule (2nd),eps_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_nvalue,Primary Passed Tests,Secondary Passed Tests,Lwowski Rating,N-Value Rating
912,UFI,20.11,22.15,27.5,27.85,0.6,0.06,17.25,-0.04,27.8,30.0,9.32,0.74,18460000.0,54085.0,6.0,True,1979.0,8192.0,True,416.0,4096.0,True,1907.0,2048.0,True,5120.0,1024.0,True,-0.0017953321364452678,25.0,512,False,0.0,0,True,30.0,128.0,True,15.0,64.0,True,0.0,32.0,True,221.0,16.0,True,0.0,8.0,False,0.0,0.0,True,190.0,2,10,1,9903.0,16122.0
830,OFG,18.2,19.47,21.79,22.75,0.41,0.12,9.25,0.24,23.15,24.0,10.11,0.94,51530000.0,308972.0,8.0,True,976.0,8192.0,True,286.0,4096.0,True,869.0,2048.0,True,7168.0,1024.0,True,0.01758241758241752,16.0,512,False,0.0,0,True,37.0,128.0,True,18.0,64.0,True,0.0,32.0,True,285.0,16.0,True,0.0,8.0,False,0.0,0.0,True,101.0,2,10,1,9756.0,16122.0
733,SRRA,14.95,15.79,16.83,17.52,0.32,0.14,0.79,0.0,18.06,20.0,10.53,0.78,11030000.0,9163.0,9.0,True,540.0,8192.0,True,230.0,4096.0,True,286.0,2048.0,True,8192.0,1024.0,True,0.03082191780821913,9.0,512,False,0.0,0,True,26.0,128.0,True,13.0,64.0,True,0.0,32.0,True,234.0,16.0,True,1.0,8.0,False,0.0,0.0,True,7.0,2,10,1,9538.0,16122.0
1164,MCB,39.85,43.3,51.45,52.12,0.48,0.08,0.49,0.01,52.43,54.0,21.18,0.58,8220000.000000001,36602.0,7.0,True,1542.0,8192.0,True,355.0,4096.0,True,1085.0,2048.0,True,6144.0,1024.0,True,0.005947812739831203,21.0,512,False,0.0,0,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,170.0,16.0,True,0.0,8.0,False,0.0,0.0,True,3.0,2,10,1,9377.0,16122.0
1173,CENT,44.24,45.38,52.68,56.61,0.31,0.1,2.27,0.23,56.15,59.0,30.43,0.97,53730000.0,58928.0,8.0,True,1318.0,8192.0,True,106.0,4096.0,True,334.0,2048.0,True,7168.0,1024.0,True,-0.0081257728316552,28.0,512,False,0.0,0,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,294.0,16.0,True,1.0,8.0,False,0.0,0.0,True,23.0,2,10,1,9323.0,16122.0
1057,SFBC,33.29,34.7,39.73,41.79,0.41,0.12,0.87,0.0,40.43,43.0,21.02,0.44,2580000.0,473.0,8.0,True,1187.0,8192.0,True,173.0,4096.0,True,466.0,2048.0,True,7168.0,1024.0,True,-0.032543670734625496,40.0,512,False,0.0,0,True,32.0,128.0,True,16.0,64.0,True,0.0,32.0,True,125.0,16.0,True,0.0,8.0,False,0.0,0.0,True,8.0,2,10,1,9215.0,16122.0
1131,TRNS,37.6,40.39,48.54,49.94,0.44,0.07,0.19,0.02,49.47,53.0,23.05,0.74,7440000.0,15156.0,7.0,True,1653.0,8192.0,True,304.0,4096.0,True,777.0,2048.0,True,6144.0,1024.0,True,-0.009411293552262693,29.0,512,False,0.0,0,True,31.0,128.0,True,16.0,64.0,True,0.0,32.0,True,221.0,16.0,True,0.0,8.0,False,0.0,0.0,True,0.0,2,10,1,9175.0,16122.0
1029,GNTY,31.3,32.54,34.88,37.23,0.41,0.15,0.41,0.02,38.32,39.0,22.82,0.21,12060000.0,20537.0,9.0,True,589.0,8192.0,True,162.0,4096.0,True,52.0,2048.0,True,8192.0,1024.0,True,0.029277464410421797,10.0,512,False,0.0,0,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,51.0,16.0,True,1.0,8.0,False,0.0,0.0,True,3.0,2,10,1,9120.0,16122.0
621,BOCH,10.08,10.82,12.2,12.8,0.4,0.11,0.26,0.05,13.02,13.0,5.84,0.59,16660000.0,41091.0,7.0,True,1045.0,8192.0,True,301.0,4096.0,True,687.0,2048.0,True,6144.0,1024.0,True,0.01718749999999991,16.0,512,False,0.0,0,True,43.0,128.0,True,21.0,64.0,True,0.0,32.0,True,173.0,16.0,True,1.0,8.0,False,0.0,0.0,True,1.0,2,10,1,8432.0,16122.0
1044,MBIN,30.21,33.1,39.62,40.91,0.51,0.07,1.12,0.22,39.78,44.0,13.0,0.23,28750000.0,46734.0,5.0,True,1614.0,8192.0,True,392.0,4096.0,True,2111.0,2048.0,True,4096.0,1024.0,True,-0.02762160840870192,38.0,512,False,0.0,0,True,26.0,128.0,True,13.0,64.0,True,0.0,32.0,True,58.0,16.0,True,0.0,8.0,False,0.0,0.0,True,10.0,2,10,1,8358.0,16122.0
1039,HVT,30.74,32.91,37.36,38.05,0.53,0.09,3.42,0.13,39.18,40.0,11.47,0.94,18210000.0,120494.0,5.0,True,1108.0,8192.0,True,289.0,4096.0,True,2237.0,2048.0,True,4096.0,1024.0,True,0.029697766097240542,10.0,512,False,0.0,0,True,39.0,128.0,True,20.0,64.0,True,0.0,32.0,True,285.0,16.0,True,0.0,8.0,False,0.0,0.0,True,36.0,2,10,1,8120.0,16122.0
1075,ACLS,32.18,35.17,40.24,42.76,0.45,0.1,0.49,0.14,43.01,49.0,20.15,0.86,33549999.999999996,312265.0,6.0,True,1181.0,8192.0,True,381.0,4096.0,True,940.0,2048.0,True,5120.0,1024.0,True,0.005846585594013097,22.0,512,False,0.0,0,True,22.0,128.0,True,11.0,64.0,True,0.0,32.0,True,259.0,16.0,True,1.0,8.0,False,0.0,0.0,True,3.0,2,10,1,7940.0,16122.0
1066,BKE,32.57,35.44,40.06,40.66,0.59,0.08,0.39,0.18,42.39,44.0,13.28,0.63,48870000.0,416681.0,5.0,True,1068.0,8192.0,True,361.0,4096.0,True,2023.0,2048.0,True,4096.0,1024.0,True,0.04254795868175121,4.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,186.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,7794.0,16122.0
1076,CHMG,36.21,37.0,41.26,42.86,0.29,0.1,0.29,0.03,43.92,45.0,23.85,0.35,4700000.0,29977.0,7.0,True,943.0,8192.0,True,89.0,4096.0,True,270.0,2048.0,True,6144.0,1024.0,True,0.024731684554363097,12.0,512,False,0.0,0,True,39.0,128.0,True,19.0,64.0,True,0.0,32.0,True,96.0,16.0,True,1.0,8.0,False,0.0,0.0,True,1.0,2,10,1,7614.0,16122.0
1170,KFRC,44.34,47.0,53.14,53.95,0.38,0.09,0.3,0.05,55.09,56.0,26.09,0.85,20810000.0,92099.0,6.0,True,1070.0,8192.0,True,246.0,4096.0,True,590.0,2048.0,True,5120.0,1024.0,True,0.02113067655236331,14.0,512,False,0.0,0,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,256.0,16.0,True,0.0,8.0,False,0.0,0.0,True,1.0,2,10,1,7357.0,16122.0
853,FCBP,18.73,20.25,23.48,24.41,0.4,0.09,0.81,0.13,24.44,25.0,12.76,0.34,11580000.0,4940.0,6.0,True,1307.0,8192.0,True,332.0,4096.0,True,360.0,2048.0,True,5120.0,1024.0,True,0.001229004506349903,24.0,512,False,0.0,0,True,39.0,128.0,True,19.0,64.0,True,0.0,32.0,True,93.0,16.0,True,0.0,8.0,False,0.0,0.0,True,7.0,2,10,1,7301.0,16122.0
730,CSTR,14.17,15.37,17.24,17.73,0.41,0.1,0.5,0.11,18.21,19.0,9.03,0.36,21970000.0,38700.0,6.0,True,997.0,8192.0,True,347.0,4096.0,True,538.0,2048.0,True,5120.0,1024.0,True,0.027072758037225066,11.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,99.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,10,1,7170.0,16122.0
1580,HIFS,233.7,244.57,275.98,282.88,0.33,0.08,0.5,-0.01,283.61,295.0,138.31,0.38,2140000.0,1951.0,6.0,True,1052.0,8192.0,True,191.0,4096.0,True,573.0,2048.0,True,5120.0,1024.0,True,0.0025805995475113768,23.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,106.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,10,1,7123.0,16122.0
1221,MCY,51.43,54.85,61.76,62.26,0.34,0.09,4.26,0.09,64.01,66.0,34.15,0.43,55360000.0,212522.0,6.0,True,1032.0,8192.0,True,272.0,4096.0,True,327.0,2048.0,True,5120.0,1024.0,True,0.02810793446835861,11.0,512,False,0.0,0,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,122.0,16.0,True,0.0,8.0,False,0.0,0.0,True,45.0,2,10,1,6986.0,16122.0
754,UMH,15.87,16.48,18.72,19.28,0.29,0.08,5.44,0.14,19.25,20.0,10.62,0.61,41760000.0,263071.0,6.0,True,1113.0,8192.0,True,157.0,4096.0,True,266.0,2048.0,True,5120.0,1024.0,True,-0.0015560165975104323,25.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,179.0,16.0,True,0.0,8.0,False,0.0,0.0,True,58.0,2,10,1,6972.0,16122.0
549,PZN,7.97,8.81,10.46,10.48,0.5,0.06,3.67,0.04,10.61,12.0,4.08,0.64,16900000.0,33161.0,4.0,True,1534.0,8192.0,True,432.0,4096.0,True,1566.0,2048.0,True,3072.0,1024.0,True,0.01240458015267166,18.0,512,False,0.0,0,True,23.0,128.0,True,11.0,64.0,True,0.0,32.0,True,189.0,16.0,True,0.0,8.0,False,0.0,0.0,True,39.0,2,10,1,6884.0,16122.0
1262,MYRG,57.04,61.78,68.25,71.13,0.43,0.09,0.38,0.07,70.68,76.0,23.12,0.95,16730000.0,156911.0,4.0,True,858.0,8192.0,True,340.0,4096.0,True,1991.0,2048.0,True,3072.0,1024.0,True,-0.006326444538169389,27.0,512,False,0.0,0,True,31.0,128.0,True,15.0,64.0,True,0.0,32.0,True,288.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,6624.0,16122.0
634,HONE,11.09,11.79,13.44,13.72,0.34,0.07,2.96,-0.05,13.61,14.0,7.13,0.58,53950000.0,111333.0,5.0,True,1146.0,8192.0,True,259.0,4096.0,True,365.0,2048.0,True,4096.0,1024.0,True,-0.00801749271137035,28.0,512,False,0.0,0,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,170.0,16.0,True,0.0,8.0,False,0.0,0.0,True,31.0,2,10,1,6152.0,16122.0
1512,KAI,145.41,154.64,177.9,181.82,0.34,0.07,0.84,-0.08,179.9,187.0,71.71,0.98,11510000.0,23813.0,4.0,True,1232.0,8192.0,True,260.0,4096.0,True,1156.0,2048.0,True,3072.0,1024.0,True,-0.010559894401055921,30.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,298.0,16.0,True,0.0,8.0,False,0.0,0.0,True,7.0,2,10,1,6109.0,16122.0
1088,SYX,34.91,38.05,39.54,42.27,0.5,0.1,0.44,0.23,44.3,45.0,17.33,0.3,37200000.0,54214.0,5.0,True,321.0,8192.0,True,368.0,4096.0,True,1143.0,2048.0,True,4096.0,1024.0,True,0.04802460373787542,1.0,512,False,0.0,0,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,80.0,16.0,True,1.0,8.0,False,0.0,0.0,True,3.0,2,10,1,6073.0,16122.0
1085,MLI,35.92,38.05,42.26,42.51,0.33,0.09,0.29,0.24,43.8,44.0,22.19,0.93,55870000.0,245438.0,5.0,True,906.0,8192.0,True,243.0,4096.0,True,389.0,2048.0,True,4096.0,1024.0,True,0.030345800988002804,10.0,512,False,0.0,0,True,42.0,128.0,True,21.0,64.0,True,0.0,32.0,True,282.0,16.0,True,0.0,8.0,False,0.0,0.0,True,1.0,2,10,1,5990.0,16122.0
1111,CAC,38.51,40.58,46.35,47.73,0.3,0.07,0.22,-0.06,47.43,49.0,26.93,0.68,14920000.0,28264.0,5.0,True,1165.0,8192.0,True,220.0,4096.0,True,188.0,2048.0,True,4096.0,1024.0,True,-0.006285355122564366,27.0,512,False,0.0,0,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,202.0,16.0,True,0.0,8.0,False,0.0,0.0,True,0.0,2,10,1,5954.0,16122.0
896,AMEH,21.27,22.42,26.2,26.88,0.36,0.06,0.38,-0.01,26.88,28.0,13.28,0.1,37660000.0,46442.0,4.0,True,1381.0,8192.0,True,221.0,4096.0,True,543.0,2048.0,True,3072.0,1024.0,True,-1.0,24.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,16.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,5313.0,16122.0
817,ORRF,17.84,19.18,21.96,22.64,0.35,0.06,1.39,0.08,22.43,24.0,11.66,0.43,10950000.0,13083.0,4.0,True,1187.0,8192.0,True,308.0,4096.0,True,481.0,2048.0,True,3072.0,1024.0,True,-0.009275618374558342,29.0,512,False,0.0,0,True,32.0,128.0,True,16.0,64.0,True,0.0,32.0,True,122.0,16.0,True,0.0,8.0,False,0.0,0.0,True,13.0,2,10,1,5260.0,16122.0
842,IBCP,18.93,20.43,22.99,23.69,0.37,0.07,0.26,-0.04,23.62,24.0,11.63,0.82,21870000.0,67925.0,4.0,True,1027.0,8192.0,True,325.0,4096.0,True,488.0,2048.0,True,3072.0,1024.0,True,-0.0029548332629801724,26.0,512,False,0.0,0,True,40.0,128.0,True,20.0,64.0,True,0.0,32.0,True,246.0,16.0,True,0.0,8.0,False,0.0,0.0,True,1.0,2,10,1,5245.0,16122.0
684,AMRB,12.92,13.78,15.66,16.32,0.36,0.07,0.39,0.07,15.99,17.0,9.01,0.54,5880000.0,813.0,4.0,True,1118.0,8192.0,True,273.0,4096.0,True,270.0,2048.0,True,3072.0,1024.0,True,-0.020220588235294122,34.0,512,False,0.0,0,True,33.0,128.0,True,16.0,64.0,True,0.0,32.0,True,157.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,4975.0,16122.0
901,VCTR,22.63,23.98,25.79,26.59,0.3,0.08,0.46,-0.08,27.34,29.0,13.67,0.74,67480000.0,96604.0,4.0,True,618.0,8192.0,True,244.0,4096.0,True,559.0,2048.0,True,3072.0,1024.0,True,0.028206092515983452,11.0,512,False,0.0,0,True,33.0,128.0,True,16.0,64.0,True,0.0,32.0,True,221.0,16.0,True,0.0,8.0,False,0.0,0.0,True,3.0,2,10,1,4777.0,16122.0
861,FOR,20.86,21.81,23.18,23.97,0.27,0.09,0.3,0.24,24.9,25.0,11.65,0.32,48100000.0,74641.0,4.0,True,515.0,8192.0,True,187.0,4096.0,True,589.0,2048.0,True,3072.0,1024.0,True,0.038798498122653305,5.0,512,False,0.0,0,True,42.0,128.0,True,21.0,64.0,True,0.0,32.0,True,86.0,16.0,True,1.0,8.0,False,0.0,0.0,True,1.0,2,10,1,4519.0,16122.0
1283,ASTE,63.0,65.7,73.32,75.11,0.28,0.07,1.31,-0.16,75.0,78.0,35.69,0.93,22560000.0,69708.0,3.0,True,950.0,8192.0,True,176.0,4096.0,True,638.0,2048.0,True,2048.0,1024.0,True,-0.0014645187058980086,25.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,282.0,16.0,True,0.0,8.0,False,0.0,0.0,True,13.0,2,10,1,4186.0,16122.0
952,UNB,26.29,27.51,29.27,29.93,0.3,0.08,0.37,0.01,30.12,31.0,17.08,0.12,4480000.0,1744.0,4.0,True,524.0,8192.0,True,190.0,4096.0,True,182.0,2048.0,True,3072.0,1024.0,True,0.006348145673237597,21.0,512,False,0.0,0,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,22.0,16.0,True,0.0,8.0,False,0.0,0.0,True,2.0,2,10,1,4070.0,16122.0
900,NX,22.91,24.1,25.98,26.46,0.33,0.07,3.94,0.17,26.99,27.0,10.1,0.98,32869999.999999996,145785.0,2.0,True,639.0,8192.0,True,213.0,4096.0,True,1237.0,2048.0,True,1024.0,1024.0,True,0.02003023431594851,15.0,512,False,0.0,0,True,43.0,128.0,True,21.0,64.0,True,0.0,32.0,True,298.0,16.0,True,0.0,8.0,False,0.0,0.0,True,42.0,2,10,1,3532.0,16122.0
1061,NSA,36.5,37.3,39.95,40.76,0.21,0.08,0.28,0.13,42.33,42.0,24.49,0.88,69260000.0,387197.0,3.0,True,582.0,8192.0,True,90.0,4096.0,True,59.0,2048.0,True,2048.0,1024.0,True,0.0385181550539745,6.0,512,False,0.0,0,True,44.0,128.0,True,22.0,64.0,True,0.0,32.0,True,266.0,16.0,True,0.0,8.0,False,0.0,0.0,True,1.0,2,10,1,3118.0,16122.0
1354,EXLS,82.53,85.54,88.65,91.83,0.23,0.08,0.52,-0.03,92.19,95.0,51.93,0.97,33880000.0,178160.0,3.0,True,298.0,8192.0,True,149.0,4096.0,True,200.0,2048.0,True,2048.0,1024.0,True,0.003920287487749095,22.0,512,False,0.0,0,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,294.0,16.0,True,0.0,8.0,False,0.0,0.0,True,4.0,2,10,1,3072.0,16122.0
899,GFF,23.29,23.58,26.53,27.12,0.21,0.05,1.29,0.11,27.1,28.0,13.52,0.73,50600000.0,161452.0,2.0,True,1025.0,8192.0,True,51.0,4096.0,True,497.0,2048.0,True,1024.0,1024.0,True,-0.0007374631268436421,25.0,512,False,0.0,0,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,218.0,16.0,True,0.0,8.0,False,0.0,0.0,True,12.0,2,10,1,2908.0,16122.0
891,ULH,23.04,23.49,25.82,26.31,0.21,0.05,1.2,0.03,26.17,27.0,11.66,0.25,22960000.0,33693.0,2.0,True,813.0,8192.0,True,80.0,4096.0,True,797.0,2048.0,True,1024.0,1024.0,True,-0.005321170657544547,27.0,512,False,0.0,0,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,64.0,16.0,True,0.0,8.0,False,0.0,0.0,True,11.0,2,10,1,2872.0,16122.0
645,MWA,12.31,12.8,13.7,14.0,0.21,0.06,0.62,0.12,14.01,14.0,7.86,0.96,158100000.0,712374.0,2.0,True,576.0,8192.0,True,163.0,4096.0,True,141.0,2048.0,True,1024.0,1024.0,True,0.0007142857142856991,24.0,512,False,0.0,0,True,43.0,128.0,True,21.0,64.0,True,0.0,32.0,True,291.0,16.0,True,0.0,8.0,False,0.0,0.0,True,5.0,2,10,1,2288.0,16122.0
1250,FSFG,62.34,64.56,67.47,68.14,0.23,0.06,1.88,0.17,69.13,73.0,36.98,0.35,2370000.0,8970.0,2.0,True,369.0,8192.0,True,146.0,4096.0,True,378.0,2048.0,True,1024.0,1024.0,True,0.014528911065453403,17.0,512,False,0.0,0,True,34.0,128.0,True,17.0,64.0,True,0.0,32.0,True,96.0,16.0,True,0.0,8.0,False,0.0,0.0,True,19.0,2,10,1,2100.0,16122.0
1255,ESTA,42.91,50.09,64.38,65.2,1.03,0.11,0.11,0.12,68.37,74.0,14.0,0.57,23710000.0,43853.0,10.0,True,2337.0,8192.0,True,685.0,4096.0,True,4447.0,2048.0,True,9216.0,1024.0,True,0.048619631901840515,1.0,512,False,0.0,0,True,30.0,128.0,True,15.0,64.0,True,0.0,32.0,True,166.0,16.0,True,0.0,8.0,False,0.0,0.0,False,0.0,0,10,0,16897.0,16120.0
1363,NVMI,72.52,77.85,87.89,92.89,0.45,0.11,0.15,0.18,95.24,99.0,35.03,0.87,28150000.0,63920.0,8.0,True,1056.0,8192.0,True,301.0,4096.0,True,1425.0,2048.0,True,7168.0,1024.0,True,0.025298740445688386,12.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,262.0,16.0,True,1.0,8.0,False,0.0,0.0,False,0.0,0,10,0,10279.0,16120.0
1037,SMCI,31.5,33.23,36.84,38.9,0.3,0.11,0.13,-0.05,39.53,40.0,20.98,0.73,51500000.0,163537.0,6.0,True,890.0,8192.0,True,225.0,4096.0,True,295.0,2048.0,True,5120.0,1024.0,True,0.01619537275064274,16.0,512,False,0.0,0,True,41.0,128.0,True,20.0,64.0,True,0.0,32.0,True,218.0,16.0,True,1.0,8.0,False,0.0,0.0,False,0.0,0,10,0,6826.0,16120.0
1112,KB,40.64,42.21,44.63,47.53,0.27,0.11,0.05,0.02,47.21,49.0,24.66,0.06,389630000.0,70113.0,6.0,True,470.0,8192.0,True,158.0,4096.0,True,394.0,2048.0,True,5120.0,1024.0,True,-0.006732589943193778,28.0,512,False,0.0,0,True,36.0,128.0,True,18.0,64.0,True,0.0,32.0,True,3.0,16.0,True,0.0,8.0,False,0.0,0.0,False,0.0,0,10,0,6227.0,16120.0
800,FLIC,18.07,18.83,20.46,21.21,0.26,0.09,0.16,-0.13,21.38,22.0,13.17,0.58,23830000.0,29506.0,5.0,True,709.0,8192.0,True,172.0,4096.0,True,5.0,2048.0,True,4096.0,1024.0,True,0.008015087223007927,20.0,512,False,0.0,0,True,38.0,128.0,True,19.0,64.0,True,0.0,32.0,True,170.0,16.0,True,0.0,8.0,False,0.0,0.0,False,0.0,0,10,0,5229.0,16120.0
1116,QCRH,39.14,41.89,46.21,47.55,0.33,0.08,0.15,-0.06,47.45,49.0,24.71,0.69,15780000.0,28548.0,4.0,True,845.0,8192.0,True,288.0,4096.0,True,389.0,2048.0,True,3072.0,1024.0,True,-0.0021030494216612897,25.0,512,False,0.0,0,True,37.0,128.0,True,19.0,64.0,True,0.0,32.0,True,205.0,16.0,True,0.0,8.0,False,0.0,0.0,False,0.0,0,10,0,4880.0,16120.0
689,FMNB,13.71,14.41,15.98,16.56,0.27,0.08,0.15,0.12,16.42,17.0,10.15,0.43,28190000.0,40911.0,4.0,True,893.0,8192.0,True,209.0,4096.0,True,10.0,2048.0,True,3072.0,1024.0,True,-0.008454106280193057,29.0,512,False,0.0,0,True,37.0,128.0,True,18.0,64.0,True,0.0,32.0,True,122.0,16.0,True,0.0,8.0,False,0.0,0.0,False,0.0,0,10,0,4390.0,16120.0
806,TBBK,15.54,17.59,21.83,21.21,0.62,0.04,7.16,0.26,21.34,24.0,5.56,0.84,57600000.0,267141.0,3.0,True,1975.0,8192.0,True,540.0,4096.0,True,3256.0,2048.0,True,2048.0,1024.0,True,0.006129184347006082,21.0,512,False,0.0,0,True,24.0,128.0,True,12.0,64.0,True,0.0,32.0,True,253.0,16.0,False,0.0,0.0,True,0.0,4.0,True,78.0,2,10,1,8207.0,16118.0
757,XENE,14.45,15.62,18.7,17.89,0.43,0.1,0.17,0.58,18.12,21.0,9.49,0.71,35010000.0,179751.0,7.0,True,1615.0,8192.0,True,332.0,4096.0,True,671.0,2048.0,True,6144.0,1024.0,True,0.012856344326439374,18.0,512,False,0.0,0,True,19.0,128.0,True,10.0,64.0,True,0.0,32.0,True,211.0,16.0,False,0.0,0.0,True,5.0,4.0,False,0.0,0,10,0,9025.0,16116.0
606,SLCA,7.73,9.4,12.74,11.97,0.93,0.05,0.94,-0.33,11.4,15.0,1.25,0.82,73730000.0,824886.0,5.0,True,2911.0,8192.0,True,885.0,4096.0,True,12698.0,2048.0,True,4096.0,1024.0,True,-0.04761904761904764,48.0,512,False,0.0,0,True,2.0,128.0,True,1.0,64.0,True,0.0,32.0,True,246.0,16.0,False,0.0,0.0,False,0.0,0.0,True,8.0,2,9,1,20895.0,16114.0
915,TGH,20.49,22.32,27.27,28.37,0.65,0.12,0.72,0.0,27.26,30.0,6.88,0.59,50420000.0,330153.0,11.0,True,1817.0,8192.0,True,366.0,4096.0,True,3310.0,2048.0,True,10240.0,1024.0,True,-0.03912583715192102,43.0,512,False,0.0,0,True,27.0,128.0,True,14.0,64.0,True,0.0,32.0,True,173.0,16.0,False,0.0,0.0,False,0.0,0.0,True,6.0,2,9,1,15996.0,16114.0
828,FTSI,15.37,19.41,23.18,24.34,0.65,0.06,2.65,-0.65,23.04,26.0,3.11,0.64,13990000.0,39781.0,4.0,True,1591.0,8192.0,True,1077.0,4096.0,True,8225.0,2048.0,True,3072.0,1024.0,True,-0.05341002465078064,50.0,512,False,0.0,0,True,23.0,128.0,True,12.0,64.0,True,0.0,32.0,True,189.0,16.0,False,0.0,0.0,False,0.0,0.0,True,27.0,2,9,1,14266.0,16114.0
825,ATTO,15.42,17.6,21.85,21.46,0.72,0.04,0.73,-0.11,21.57,25.0,3.94,0.71,14010000.0,25546.0,4.0,True,1978.0,8192.0,True,579.0,4096.0,True,5749.0,2048.0,True,3072.0,1024.0,True,0.00512581547064303,22.0,512,False,0.0,0,True,19.0,128.0,True,10.0,64.0,True,0.0,32.0,True,211.0,16.0,False,0.0,0.0,False,0.0,0.0,True,6.0,2,9,1,11646.0,16114.0
1101,CAI,35.34,37.66,44.99,45.07,0.52,0.08,0.43,0.21,44.57,49.0,13.11,0.91,17710000.0,146905.0,7.0,True,1594.0,8192.0,True,269.0,4096.0,True,2545.0,2048.0,True,6144.0,1024.0,True,-0.011093854004881295,30.0,512,False,0.0,0,True,27.0,128.0,True,14.0,64.0,True,0.0,32.0,True,275.0,16.0,False,0.0,0.0,False,0.0,0.0,True,3.0,2,9,1,10901.0,16114.0
981,ENVA,25.53,28.19,34.9,34.84,0.51,0.04,4.31,-0.09,33.52,40.0,10.3,0.88,34950000.0,285745.0,4.0,True,1950.0,8192.0,True,427.0,4096.0,True,2724.0,2048.0,True,3072.0,1024.0,True,-0.037887485648679685,43.0,512,False,0.0,0,True,15.0,128.0,True,8.0,64.0,True,0.0,32.0,True,266.0,16.0,False,0.0,0.0,False,0.0,0.0,True,46.0,2,9,1,8551.0,16114.0
1099,GABC,35.92,37.93,45.27,46.24,0.36,0.08,0.33,-0.05,45.23,50.0,25.52,0.44,26490000.0,40908.0,7.0,True,1585.0,8192.0,True,229.0,4096.0,True,360.0,2048.0,True,6144.0,1024.0,True,-0.021842560553633327,35.0,512,False,0.0,0,True,26.0,128.0,True,13.0,64.0,True,0.0,32.0,True,125.0,16.0,False,0.0,0.0,False,0.0,0.0,True,2.0,2,9,1,8519.0,16114.0
1068,NRIM,35.28,37.23,43.12,43.08,0.35,0.06,1.32,0.14,42.42,48.0,19.63,0.71,6250000.0,16201.0,4.0,True,1296.0,8192.0,True,226.0,4096.0,True,957.0,2048.0,True,3072.0,1024.0,True,-0.015320334261838361,32.0,512,False,0.0,0,True,23.0,128.0,True,11.0,64.0,True,0.0,32.0,True,211.0,16.0,False,0.0,0.0,False,0.0,0.0,True,13.0,2,9,1,5841.0,16114.0
