,Ticker,SMA200_value,SMA150_value,SMA50_value,SMA200_percent,SMA50_percent,EPS_QoQ_percent,Sales_QoQ_percent,prev_close,week52_high,week52_low,Inst. Ownership,Shares Outstanding,volume,Relative Strength Value,SMA50_greater_SMA150_rule (1st),SMA50_greater_SMA150_rule_score,SMA50_greater_SMA150_rule_nvalue,SMA150_greater_SMA200_rule (1st),SMA150_greater_SMA200_rule_score,SMA150_greater_SMA200_rule_nvalue,week52_span_rule (1st),week52_span_rule_score,week52_span_rule_nvalue,rs_value_rule (1st),rs_value_rule_score,rs_value_rule_nvalue,liquidity_rule (1st),liquidity_rule_score,liquidity_rule_nvalue,close_above_52weekhigh_rule (1st),close_above_52weekhigh_rule_score,close_above_52weekhigh_rule_nvalue,prev_close_rule (1st),prev_close_rule_score,prev_close_rule_nvalue,SMA200_slope_rule (1st),SMA200_slope_rul_score,SMA200_slope_rul_nvalue,inst_ownership_rule (1st),inst_ownership_rule_score,inst_ownership_rule_nvalue,close_greater_SMA50_rule (1st),close_greater_SMA50_rule_score,close_greater_SMA50_rule_nvalue,sales_QoQ_yearly_rule (1st),sales_QoQ_yearly_rule_score,sales_QoQ_yearly_rule_nvalue,eps_QoQ_yearly_rule (2nd),eps_QoQ_yearly_rule_score,eps_QoQ_yearly_rule_nvalue,Primary Passed Tests,Secondary Passed Tests,Double Bottom Chart Pattern,Inverse Head and Shoulder Pattern,Multiple Bottom Pattern,Channel Up Pattern,Channel Up Strong Pattern,Wedge Down Pattern,Wedge Down Strong Pattern,Channel Down Strong Pattern,Lwowski Rating,N-Value Rating
2062,MARA,17.22423359773455,22.576237652561453,39.23885732378278,3.3059,0.5192,0.579,7.667000000000001,56.56,56.560001373291016,0.41999998688697815,0.109,98800000.0,21188057.0,58.37894243986086,True,3023.094070130815,4096.0,True,636.3652839524397,2048.0,True,81715.20459216904,1024.0,True,29378.01852920876,512.0,True,14689.00926460438,256,True,42.666662522837214,128.0,True,21.333331261418607,64.0,True,0.674562647452964,32.0,True,18.88,16.0,True,3.53142652107126,8.0,True,118.67200000000001,4.0,True,4.433333333333333,2,11,1,False,False,False,False,False,False,False,False,129651.88305635157,8190.0
1587,VUZI,10.43029195374816,12.602277212803907,21.128285707746233,2.4419999999999997,0.5257999999999999,0.6859999999999999,1.1,27.94,28.809999465942383,1.4199999570846558,0.23800000000000002,57890000.0,6520748.0,61.74966792243097,True,2771.128598869615,4096.0,True,426.4718408910582,2048.0,True,11441.397328754801,1024.0,True,31103.82997628466,512.0,True,15551.91498814233,256,True,37.512903681363895,128.0,True,18.756451840681947,64.0,True,0.48248489993893195,32.0,True,60.16,16.0,True,2.5791829536861663,8.0,True,13.600000000000001,4.0,True,5.622222222222223,2,11,1,False,False,False,False,False,False,False,False,61433.45597854035,8190.0
820,KOPN,4.452189790071362,5.55811882019043,9.857714298793248,2.1209000000000002,0.22760000000000002,1.1740000000000002,0.598,11.26,13.5600004196167,0.3499999940395355,0.184,81690000.0,10035376.0,36.45413773203967,True,3168.5438275236,4096.0,True,508.7255396737135,2048.0,True,22779.61257055168,1024.0,True,18152.51851880431,512.0,True,9076.259259402155,256,True,13.718776342116628,128.0,True,6.859388171058314,64.0,True,0.5163297307523618,32.0,True,42.88,16.0,True,1.1380209721666743,8.0,True,5.568,4.0,True,11.044444444444448,2,11,1,False,False,False,False,False,False,False,False,53767.384675615984,8190.0
2149,PAND,24.004064758904548,27.983413476210373,49.72722212473551,1.6691999999999998,0.5007,0.596,1.2,60.05,61.630001068115234,10.729999542236328,0.47,28470000.0,0.0,61.39596801487384,True,3182.6939304625603,4096.0,True,339.51358883995323,2048.0,True,2504.935160453711,1024.0,True,30922.735623615405,512.0,True,15461.367811807702,256,True,38.29130546349272,128.0,True,19.14565273174636,64.0,True,0.45922934113800346,32.0,True,134.39999999999998,16.0,True,1.6607045291001186,8.0,True,15.2,4.0,True,4.622222222222222,2,11,1,False,False,False,False,False,False,False,False,52625.025229467035,8190.0
2154,ICHR,34.90266425418157,38.8600494837997,47.16114273071289,0.8726999999999999,0.35340000000000005,0.506,0.294,62.18,62.18000030517578,19.899999618530273,0.852,28060000.0,533227.0,33.26789400910393,True,874.9674380505141,4096.0,True,232.2093491555425,2048.0,True,895.7684884338472,1024.0,True,16521.16173266121,512.0,True,8260.580866330605,256,True,42.66666582904471,128.0,True,21.333332914522355,64.0,True,0.13098218040096318,32.0,True,256.64,16.0,True,2.547666387991288,8.0,True,0.7039999999999997,4.0,True,3.6222222222222227,2,11,1,False,False,False,False,False,False,False,False,27112.332744165902,8190.0
2595,FUTU,77.8910221183387,94.70079236927599,147.81857169015066,1.3762999999999999,0.0667,11.117,2.8160000000000003,148.0,191.0,10.140000343322754,0.48200000000000004,137260000.0,5494859.0,14.35245494808628,True,2297.4509363122243,4096.0,True,441.9817398418014,2048.0,True,10549.017359637062,1024.0,True,6836.456933420175,512.0,True,3418.2284667100876,256,True,4.244328097731239,128.0,True,2.1221640488656197,64.0,True,0.32660317704655106,32.0,True,138.24,16.0,True,0.009818972421388995,8.0,True,41.056000000000004,4.0,True,121.52222222222224,2,11,1,False,False,False,False,False,False,False,False,23850.656572439642,8190.0
2346,APPS,55.61839412772743,63.0990099009901,80.53485717773438,0.9537,0.0925,3.245,1.4609999999999999,81.82,94.73999786376953,4.139999866485596,0.65,89000000.0,2435732.0,10.8247764436036,True,1131.8280676290606,4096.0,True,275.4538555798453,2048.0,True,13035.965353794178,1024.0,True,5030.285539125043,512.0,True,2515.1427695625216,256,True,19.392305061543155,128.0,True,9.696152530771577,64.0,True,0.26536588838811453,32.0,True,191.99999999999997,16.0,True,0.12766077867916487,8.0,True,19.375999999999998,4.0,True,34.05555555555556,2,11,1,False,False,False,False,False,False,False,False,22263.588625505585,8190.0
2234,LOB,45.21313856640001,50.238415708636296,59.487142726353234,0.9062,0.2792,3.115,0.34299999999999997,68.56,69.3499984741211,11.229999542236328,0.49200000000000005,41330000.0,468415.0,24.308338203093548,True,754.0601217258587,4096.0,True,227.62780717347061,2048.0,True,2770.179946512711,1024.0,True,11933.869159983897,512.0,True,5966.934579991948,256,True,40.72252233766121,128.0,True,20.361261168830605,64.0,True,0.2472357185819142,32.0,True,141.44,16.0,True,1.2201436287344058,8.0,True,1.4879999999999995,4.0,True,32.611111111111114,2,11,1,False,False,False,False,False,False,False,False,21890.761889352805,8190.0
2152,LPX,39.09430654205545,42.18752471999367,51.072857121058874,0.6729999999999999,0.2669,6.374,0.601,59.63,60.310001373291016,15.880000114440918,0.9590000000000001,108000000.0,2079568.0,25.37780933613285,True,862.6797081914349,4096.0,True,162.04177510100436,2048.0,True,1309.4045703219797,1024.0,True,12481.438380100019,512.0,True,6240.719190050009,256,True,40.74238271598301,128.0,True,20.371191357991506,64.0,True,0.1368008899759373,32.0,True,290.88,16.0,True,1.3403820912008875,8.0,True,5.616,4.0,True,68.82222222222222,2,11,1,False,False,False,False,False,False,False,False,21484.19260304182,8190.0
788,AR,6.112846719087475,7.08940594739253,9.737428610665457,1.0112999999999999,0.1463,1.162,0.374,10.13,10.859999656677246,0.9399999976158142,0.722,268670000.0,4803475.0,15.67972993961746,True,1529.9308445942722,4096.0,True,327.17870927856524,2048.0,True,6074.280644666085,1024.0,True,7516.021729084139,512.0,True,3758.0108645420696,256,True,31.194602945530658,128.0,True,15.597301472765329,64.0,True,0.253796147089041,32.0,True,215.03999999999996,16.0,True,0.3225257139483892,8.0,True,1.984,4.0,True,10.911111111111111,2,11,1,False,False,False,False,False,False,False,False,19480.72612955558,8190.0
